"categoria","referencia","titulo","url","estado","ruta_local","bytes","sha256","error","fecha_descarga"
"Estatal","BOE-A-1978-31229","Constitución Española","https://www.boe.es/buscar/pdf/1978/BOE-A-1978-31229-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1978-31229_Constitucion_Espanola_5c4268fc16.pdf","330448","1a6d7ae6ab092984eb9ba4d327b33184729e01f279b3fe785c523608168b2330","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2023-7500","Ley Orgánica 2/2023, de 22 de marzo, del Sistema Universitario (LOSU)","https://www.boe.es/buscar/pdf/2023/BOE-A-2023-7500-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2023-7500_Ley_Organica_2_2023_de_22_de_marzo_del_Sistema_Universitario_LOSU_606c65face.pdf","567805","8e9e5757bd0d94234299dc1a94c85331bdfdd481b42f3407eb4e97efffb7c003","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2001-24515","Ley Orgánica 6/2001, de 21 de diciembre, de Universidades (LOU)","https://www.boe.es/buscar/pdf/2001/BOE-A-2001-24515-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2001-24515_Ley_Organica_6_2001_de_21_de_diciembre_de_Universidades_LOU_cc673cb185.pdf","484432","1b8853c2f0f16fa80f6e411c54d492b0ebd6d6202cd7331b675e5bebf39931ed","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2007-7786","Ley Orgánica 4/2007, de 12 de abril, de modificación de la LOU","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-7786-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2007-7786_Ley_Organica_4_2007_de_12_de_abril_de_modificacion_de_la_LOU_a686124f0e.pdf","288705","676bbf37f38205937fa5ca2cd6efab1449509ba1bdbcc1da35441618e10f01a5","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2011-9617","Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación","https://www.boe.es/buscar/pdf/2011/BOE-A-2011-9617-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2011-9617_Ley_14_2011_de_1_de_junio_de_la_Ciencia_la_Tecnologia_y_la_Innova_fc1a183956.pdf","614087","fd89ba01d252de0df6ce2c64edda16c9a2b617d6acc7ac6786e3a5d1dbb5cb38","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2015-11719","Real Decreto Legislativo 5/2015, de 30 de octubre, texto refundido del Estatuto Básico del Empleado Público (TREBEP)","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-11719-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2015-11719_Real_Decreto_Legislativo_5_2015_de_30_de_octubre_texto_refundido_0027758abe.pdf","459621","000e4de146fa3983e961dee11a36e11926890695d373e62a1f2fdae4d6497496","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2015-11430","Real Decreto Legislativo 2/2015, de 23 de octubre, texto refundido de la Ley del Estatuto de los Trabajadores","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-11430-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2015-11430_Real_Decreto_Legislativo_2_2015_de_23_de_octubre_texto_refundido_385a62da36.pdf","695761","fe831486402775aa5c9a487ba9608c658e178ffddf09491c68b58995ae4bce86","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-1985-16660","Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical","https://www.boe.es/buscar/pdf/1985/BOE-A-1985-16660-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1985-16660_Ley_Organica_11_1985_de_2_de_agosto_de_Libertad_Sindical_bb783c1d7e.pdf","169745","a3212fef1eca80857690ec744b20fb14b5d5c6e1ba2e133d1f0dedcbb73106b1","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-1985-151","Ley 53/1984, de 26 de diciembre, de Incompatibilidades del personal al servicio de las Administraciones Públicas","https://www.boe.es/buscar/pdf/1985/BOE-A-1985-151-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1985-151_Ley_53_1984_de_26_de_diciembre_de_Incompatibilidades_del_personal_72cfbbd08b.pdf","184981","3a39e4ccc4040fbeb2096bf7c7b3bb0d2e8e12c59a93a100c392542bf664acec","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-1985-7820","Real Decreto 598/1985, de 30 de abril, sobre incompatibilidades del personal al servicio del sector público","https://www.boe.es/buscar/pdf/1985/BOE-A-1985-7820-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1985-7820_Real_Decreto_598_1985_de_30_de_abril_sobre_incompatibilidades_del_9501c2559b.pdf","187593","4846b9eaee83bfd7d13e93207ecefda606d586f5701109defe2b3f0a5c86470f","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-1985-11578","Real Decreto 898/1985, de 30 de abril, sobre régimen del profesorado universitario","https://www.boe.es/buscar/pdf/1985/BOE-A-1985-11578-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1985-11578_Real_Decreto_898_1985_de_30_de_abril_sobre_regimen_del_profesorad_07889a44e7.pdf","186382","dcb35a5be71388b69aaddf353e5d3b74a6cc88df8d72b8c2d26600271e89e1a1","","2026-08-08T17:02:44+02:00"
